"REF_DATE","GEO","DGUID","Labour force characteristics","North American Industry Classification System (NAICS)","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-09","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","975.9","","","","1"
"2022-10","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","990.0","","","","1"
"2022-11","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1011.4","","","","1"
"2022-12","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1012.3","","","","1"
"2023-01","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1015.4","","","","1"
"2023-02","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1010.5","","","","1"
"2023-03","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1017.0","","","","1"
"2023-04","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1038.3","","","","1"
"2023-05","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1039.3","","","","1"
"2023-06","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1039.0","","","","1"
"2023-07","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1052.0","","","","1"
"2023-08","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1042.9","","","","1"
"2023-09","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","998.4","","","","1"
"2023-10","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","984.9","","","","1"
"2023-11","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","985.4","","","","1"
"2023-12","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1022.6","","","","1"
"2024-01","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1028.8","","","","1"
"2024-02","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1029.7","","","","1"
"2024-03","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1034.0","","","","1"
"2024-04","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1005.6","","","","1"
"2024-05","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1045.4","","","","1"
"2024-06","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1039.7","","","","1"
"2024-07","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1044.5","","","","1"
"2024-08","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1044.1","","","","1"
"2024-09","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1037.0","","","","1"
"2024-10","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1025.1","","","","1"
"2024-11","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1033.1","","","","1"
"2024-12","Canada","2021A000011124","Employment","Finance and insurance [52]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710151","1.2.19.1.1","1051.2","","","","1"
"2019-01","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","348.1","","","","1"
"2019-02","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","351.3","","","","1"
"2019-03","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","372.6","","","","1"
"2019-04","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","373.3","","","","1"
"2019-05","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","377.6","","","","1"
"2019-06","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","372.3","","","","1"
"2019-07","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","364.8","","","","1"
"2019-08","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","356.7","","","","1"
"2019-09","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","372.9","","","","1"
"2019-10","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","366.9","","","","1"
"2019-11","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","362.8","","","","1"
"2019-12","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","357.6","","","","1"
"2020-01","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","352.1","","","","1"
"2020-02","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","348.7","","","","1"
"2020-03","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","326.6","","","","1"
"2020-04","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","279.4","","","","1"
"2020-05","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","307.5","","","","1"
"2020-06","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","325.0","","","","1"
"2020-07","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","314.5","","","","1"
"2020-08","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","310.4","","","","1"
"2020-09","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","306.9","","","","1"
"2020-10","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","338.0","","","","1"
"2020-11","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","335.9","","","","1"
"2020-12","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","340.6","","","","1"
"2021-01","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","334.3","","","","1"
"2021-02","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","337.3","","","","1"
"2021-03","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","340.8","","","","1"
"2021-04","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","361.5","","","","1"
"2021-05","Canada","2021A000011124","Employment","Real estate and rental and leasing [53]","Total - Gender","15 years and over","Persons in thousands","428","thousands","3","v2710152","1.2.20.1.1","353.5","","","","1"
